# The exercise vocabulary (DESIGN_strength_tracking.md §4): one exercise per line,
# its movement pattern, its equipment class, and the Garmin names that mean it.
# A Garmin name is CATEGORY/NAME; a bare CATEGORY is a set tagged with the category
# and no exercise. Authored from Garmin Connect's exercise catalog and the FIT SDK
# exercise names on 2026-09-14; a name Garmin adds later is added here by hand.
# The photos column is the id of the same exercise in Free Exercise DB (public domain), whose
# two photos the gym logger shows (DESIGN_gym_logger.md §2); empty when it has no exact match.
# exercise	pattern	equipment	garmin names	photos
step climb	core_carry	bodyweight	CRUNCH/STEP_CLIMB CRUNCH/WEIGHTED_STEP_CLIMB
straight leg crunch with ball	core_carry	bodyweight	CRUNCH/STRAIGHT_LEG_CRUNCH_WITH_BALL
swiss ball crunch	core_carry	bodyweight	CRUNCH/SWISS_BALL_CRUNCH CRUNCH/WEIGHTED_SWISS_BALL_CRUNCH	Exercise_Ball_Crunch
swiss ball reverse crunch	core_carry	bodyweight	CRUNCH/SWISS_BALL_REVERSE_CRUNCH CRUNCH/WEIGHTED_SWISS_BALL_REVERSE_CRUNCH
swiss ball russian twist	core_carry	bodyweight	CRUNCH/SWISS_BALL_RUSSIAN_TWIST CRUNCH/WEIGHTED_SWISS_BALL_RUSSIAN_TWIST
swiss ball side crunch	core_carry	bodyweight	CRUNCH/SWISS_BALL_SIDE_CRUNCH CRUNCH/WEIGHTED_SWISS_BALL_SIDE_CRUNCH
thoracic crunches on foam roller	accessory	bodyweight	CRUNCH/THORACIC_CRUNCHES_ON_FOAM_ROLLER CRUNCH/WEIGHTED_THORACIC_CRUNCHES_ON_FOAM_ROLLER
toes to bar	core_carry	bodyweight	CRUNCH/TOES_TO_BAR CRUNCH/WEIGHTED_TOES_TO_BAR
triceps crunch	accessory	bodyweight	CRUNCH/TRICEPS_CRUNCH
alternating sit up	core_carry	bodyweight	SIT_UP/ALTERNATING_SIT_UP SIT_UP/WEIGHTED_ALTERNATING_SIT_UP
bent knee v up	core_carry	bodyweight	SIT_UP/BENT_KNEE_V_UP SIT_UP/WEIGHTED_BENT_KNEE_V_UP
butterfly sit up	core_carry	bodyweight	SIT_UP/BUTTERFLY_SIT_UP	Frog_Sit-Ups
cross punch roll up	core_carry	bodyweight	SIT_UP/CROSS_PUNCH_ROLL_UP SIT_UP/WEIGHTED_CROSS_PUNCH_ROLL_UP
crossed arms sit up	core_carry	bodyweight	SIT_UP/CROSSED_ARMS_SIT_UP SIT_UP/WEIGHTED_CROSSED_ARMS_SIT_UP
get up sit up	core_carry	bodyweight	SIT_UP/GET_UP_SIT_UP SIT_UP/WEIGHTED_GET_UP_SIT_UP
ghd sit ups	core_carry	bodyweight	SIT_UP/GHD_SIT_UPS
hovering sit up	core_carry	bodyweight	SIT_UP/HOVERING_SIT_UP SIT_UP/WEIGHTED_HOVERING_SIT_UP
kettlebell sit up	core_carry	kettlebell	SIT_UP/KETTLEBELL_SIT_UP
medicine ball alternating v up	core_carry	dumbbell	SIT_UP/MEDICINE_BALL_ALTERNATING_V_UP
medicine ball sit up	core_carry	dumbbell	SIT_UP/MEDICINE_BALL_SIT_UP
medicine ball v up	core_carry	dumbbell	SIT_UP/MEDICINE_BALL_V_UP
modified sit up	core_carry	bodyweight	SIT_UP/MODIFIED_SIT_UP
negative sit up	core_carry	bodyweight	SIT_UP/NEGATIVE_SIT_UP
one arm full sit up	core_carry	bodyweight	SIT_UP/ONE_ARM_FULL_SIT_UP
reclining circle	accessory	bodyweight	SIT_UP/RECLINING_CIRCLE SIT_UP/WEIGHTED_RECLINING_CIRCLE
reverse curl up	accessory	bodyweight	SIT_UP/REVERSE_CURL_UP SIT_UP/WEIGHTED_REVERSE_CURL_UP
russian twist on swiss ball	core_carry	bodyweight	SIT_UP/RUSSIAN_TWIST_ON_SWISS_BALL SIT_UP/WEIGHTED_RUSSIAN_TWIST_ON_SWISS_BALL
single leg swiss ball jackknife	core_carry	bodyweight	SIT_UP/SINGLE_LEG_SWISS_BALL_JACKKNIFE SIT_UP/WEIGHTED_SINGLE_LEG_SWISS_BALL_JACKKNIFE
sit up	core_carry	bodyweight	SIT_UP/SIT_UP SIT_UP/WEIGHTED_SIT_UP SUSPENSION/SIT_UP SIT_UP	Sit-Up
sit up turkish get up	core_carry	bodyweight	SIT_UP/SIT_UP_TURKISH_GET_UP
the teaser	core_carry	bodyweight	SIT_UP/THE_TEASER
the teaser weighted	core_carry	bodyweight	SIT_UP/THE_TEASER_WEIGHTED
three part roll down	core_carry	bodyweight	SIT_UP/THREE_PART_ROLL_DOWN SIT_UP/WEIGHTED_THREE_PART_ROLL_DOWN
v up	core_carry	bodyweight	SIT_UP/V_UP SIT_UP/WEIGHTED_V_UP
weighted butterfly situp	core_carry	bodyweight	SIT_UP/WEIGHTED_BUTTERFLY_SITUP
x abs	core_carry	bodyweight	SIT_UP/WEIGHTED_X_ABS SIT_UP/X_ABS
hanging knee raise	core_carry	bodyweight	LEG_RAISE/HANGING_KNEE_RAISE LEG_RAISE/WEIGHTED_HANGING_KNEE_RAISE
hanging leg raise	core_carry	bodyweight	LEG_RAISE/HANGING_LEG_RAISE LEG_RAISE/WEIGHTED_HANGING_LEG_RAISE	Hanging_Leg_Raise
hanging single leg raise	core_carry	bodyweight	LEG_RAISE/HANGING_SINGLE_LEG_RAISE LEG_RAISE/WEIGHTED_HANGING_SINGLE_LEG_RAISE
kettlebell leg raises	core_carry	kettlebell	LEG_RAISE/KETTLEBELL_LEG_RAISES
lateral stepover	core_carry	bodyweight	LEG_RAISE/LATERAL_STEPOVER LEG_RAISE/WEIGHTED_LATERAL_STEPOVER
leg lowering drill	core_carry	bodyweight	LEG_RAISE/LEG_LOWERING_DRILL LEG_RAISE/WEIGHTED_LEG_LOWERING_DRILL
leg raise	core_carry	bodyweight	LEG_RAISE/LEG_RAISE LEG_RAISE
lying straight leg raise	core_carry	bodyweight	LEG_RAISE/LYING_STRAIGHT_LEG_RAISE LEG_RAISE/WEIGHTED_LYING_STRAIGHT_LEG_RAISE
medicine ball leg drops	core_carry	dumbbell	LEG_RAISE/MEDICINE_BALL_LEG_DROPS
quadruped leg raise	core_carry	bodyweight	LEG_RAISE/QUADRUPED_LEG_RAISE LEG_RAISE/WEIGHTED_QUADRUPED_LEG_RAISE	Rear_Leg_Raises
reverse leg raise	core_carry	bodyweight	LEG_RAISE/REVERSE_LEG_RAISE LEG_RAISE/WEIGHTED_REVERSE_LEG_RAISE
reverse leg raise on swiss ball	core_carry	bodyweight	LEG_RAISE/REVERSE_LEG_RAISE_ON_SWISS_BALL LEG_RAISE/WEIGHTED_REVERSE_LEG_RAISE_ON_SWISS_BALL
single leg lowering drill	core_carry	bodyweight	LEG_RAISE/SINGLE_LEG_LOWERING_DRILL LEG_RAISE/WEIGHTED_SINGLE_LEG_LOWERING_DRILL
cable pull through	hinge	cable	CHOP/CABLE_PULL_THROUGH	Pull_Through
cable rotational lift	core_carry	cable	CHOP/CABLE_ROTATIONAL_LIFT	Standing_Cable_Lift
cable woodchop	core_carry	cable	CHOP/CABLE_WOODCHOP	Standing_Cable_Wood_Chop
chop	core_carry	cable	CHOP/CHOP CHOP	Standing_Cable_Wood_Chop
cross chop to knee	core_carry	bodyweight	CHOP/CROSS_CHOP_TO_KNEE CHOP/WEIGHTED_CROSS_CHOP_TO_KNEE
dumbbell chop	core_carry	dumbbell	CHOP/DUMBBELL_CHOP
half kneeling rotation	core_carry	bodyweight	CHOP/HALF_KNEELING_ROTATION CHOP/WEIGHTED_HALF_KNEELING_ROTATION
half kneeling rotational chop	core_carry	cable	CHOP/HALF_KNEELING_ROTATIONAL_CHOP
half kneeling rotational reverse chop	core_carry	cable	CHOP/HALF_KNEELING_ROTATIONAL_REVERSE_CHOP
half kneeling stability chop	core_carry	cable	CHOP/HALF_KNEELING_STABILITY_CHOP
half kneeling stability reverse chop	core_carry	cable	CHOP/HALF_KNEELING_STABILITY_REVERSE_CHOP
kneeling rotational chop	core_carry	cable	CHOP/KNEELING_ROTATIONAL_CHOP
kneeling rotational reverse chop	core_carry	cable	CHOP/KNEELING_ROTATIONAL_REVERSE_CHOP
kneeling stability chop	core_carry	cable	CHOP/KNEELING_STABILITY_CHOP
kneeling woodchopper	core_carry	cable	CHOP/KNEELING_WOODCHOPPER
medicine ball wood chops	core_carry	dumbbell	CHOP/MEDICINE_BALL_WOOD_CHOPS
power squat chops	squat	bodyweight	CHOP/POWER_SQUAT_CHOPS CHOP/WEIGHTED_POWER_SQUAT_CHOPS
standing rotational chop	core_carry	cable	CHOP/STANDING_ROTATIONAL_CHOP	Standing_Cable_Wood_Chop
standing split rotational chop	core_carry	cable	CHOP/STANDING_SPLIT_ROTATIONAL_CHOP
standing split rotational reverse chop	core_carry	cable	CHOP/STANDING_SPLIT_ROTATIONAL_REVERSE_CHOP
standing stability reverse chop	core_carry	cable	CHOP/STANDING_STABILITY_REVERSE_CHOP	Standing_Cable_Lift
alternating dumbbell biceps curl	accessory	dumbbell	CURL/ALTERNATING_DUMBBELL_BICEPS_CURL
alternating dumbbell biceps curl on swiss ball	accessory	dumbbell	CURL/ALTERNATING_DUMBBELL_BICEPS_CURL_ON_SWISS_BALL
alternating incline dumbbell biceps curl	accessory	dumbbell	CURL/ALTERNATING_INCLINE_DUMBBELL_BICEPS_CURL
barbell biceps curl	accessory	barbell	CURL/BARBELL_BICEPS_CURL
barbell reverse wrist curl	accessory	barbell	CURL/BARBELL_REVERSE_WRIST_CURL
barbell wrist curl	accessory	barbell	CURL/BARBELL_WRIST_CURL
behind the back barbell reverse wrist curl	accessory	barbell	CURL/BEHIND_THE_BACK_BARBELL_REVERSE_WRIST_CURL
behind the back one arm cable curl	accessory	cable	CURL/BEHIND_THE_BACK_ONE_ARM_CABLE_CURL
cable biceps curl	accessory	cable	CURL/CABLE_BICEPS_CURL
cable hammer curl	accessory	cable	CURL/CABLE_HAMMER_CURL
cheating barbell biceps curl	accessory	barbell	CURL/CHEATING_BARBELL_BICEPS_CURL
close grip ez bar biceps curl	accessory	barbell	CURL/CLOSE_GRIP_EZ_BAR_BICEPS_CURL
cross body dumbbell hammer curl	accessory	dumbbell	CURL/CROSS_BODY_DUMBBELL_HAMMER_CURL
curl	accessory	dumbbell	CURL/CURL BANDED_EXERCISES/CURL SANDBAG/CURL SUSPENSION/CURL CURL
dead hang biceps curl	accessory	dumbbell	CURL/DEAD_HANG_BICEPS_CURL
decline hammer curl	accessory	dumbbell	CURL/DECLINE_HAMMER_CURL
dumbbell biceps curl	accessory	dumbbell	CURL/DUMBBELL_BICEPS_CURL
dumbbell biceps curl with static hold	accessory	dumbbell	CURL/DUMBBELL_BICEPS_CURL_WITH_STATIC_HOLD
dumbbell hammer curl	accessory	dumbbell	CURL/DUMBBELL_HAMMER_CURL
dumbbell reverse wrist curl	accessory	dumbbell	CURL/DUMBBELL_REVERSE_WRIST_CURL
dumbbell wrist curl	accessory	dumbbell	CURL/DUMBBELL_WRIST_CURL
ez bar preacher curl	accessory	barbell	CURL/EZ_BAR_PREACHER_CURL
forward bend biceps curl	accessory	dumbbell	CURL/FORWARD_BEND_BICEPS_CURL
hammer curl to press	accessory	dumbbell	CURL/HAMMER_CURL_TO_PRESS
incline dumbbell biceps curl	accessory	dumbbell	CURL/INCLINE_DUMBBELL_BICEPS_CURL
incline offset thumb dumbbell curl	accessory	dumbbell	CURL/INCLINE_OFFSET_THUMB_DUMBBELL_CURL
kettlebell biceps curl	accessory	kettlebell	CURL/KETTLEBELL_BICEPS_CURL
lying concentration cable curl	accessory	cable	CURL/LYING_CONCENTRATION_CABLE_CURL
one arm concentration curl	accessory	dumbbell	CURL/ONE_ARM_CONCENTRATION_CURL
one arm preacher curl	accessory	dumbbell	CURL/ONE_ARM_PREACHER_CURL
plate pinch curl	accessory	dumbbell	CURL/PLATE_PINCH_CURL
preacher curl with cable	accessory	cable	CURL/PREACHER_CURL_WITH_CABLE
reverse ez bar curl	accessory	barbell	CURL/REVERSE_EZ_BAR_CURL
reverse grip barbell biceps curl	accessory	barbell	CURL/REVERSE_GRIP_BARBELL_BICEPS_CURL
reverse grip wrist curl	accessory	dumbbell	CURL/REVERSE_GRIP_WRIST_CURL
seated alternating dumbbell biceps curl	accessory	dumbbell	CURL/SEATED_ALTERNATING_DUMBBELL_BICEPS_CURL
seated dumbbell biceps curl	accessory	dumbbell	CURL/SEATED_DUMBBELL_BICEPS_CURL
seated reverse dumbbell curl	accessory	dumbbell	CURL/SEATED_REVERSE_DUMBBELL_CURL
split stance offset pinky dumbbell curl	accessory	dumbbell	CURL/SPLIT_STANCE_OFFSET_PINKY_DUMBBELL_CURL
standing alternating dumbbell curls	accessory	dumbbell	CURL/STANDING_ALTERNATING_DUMBBELL_CURLS
standing dumbbell biceps curl	accessory	dumbbell	CURL/STANDING_DUMBBELL_BICEPS_CURL
standing ez bar biceps curl	accessory	barbell	CURL/STANDING_EZ_BAR_BICEPS_CURL
standing zottman biceps curl	accessory	dumbbell	CURL/STANDING_ZOTTMAN_BICEPS_CURL
static curl	accessory	dumbbell	CURL/STATIC_CURL
swiss ball dumbbell overhead triceps extension	accessory	dumbbell	CURL/SWISS_BALL_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION
swiss ball ez bar preacher curl	accessory	barbell	CURL/SWISS_BALL_EZ_BAR_PREACHER_CURL
twisting standing dumbbell biceps curl	accessory	dumbbell	CURL/TWISTING_STANDING_DUMBBELL_BICEPS_CURL
wide grip ez bar biceps curl	accessory	barbell	CURL/WIDE_GRIP_EZ_BAR_BICEPS_CURL
drag curl wheelchair	accessory	bodyweight	CURL/DRAG_CURL_WHEELCHAIR
dumbbell biceps curl wheelchair	accessory	dumbbell	CURL/DUMBBELL_BICEPS_CURL_WHEELCHAIR
bottle curl	accessory	dumbbell	CURL/BOTTLE_CURL
seated bottle curl	accessory	dumbbell	CURL/SEATED_BOTTLE_CURL
alternating dumbbell lying triceps extension	accessory	dumbbell	TRICEPS_EXTENSION/ALTERNATING_DUMBBELL_LYING_TRICEPS_EXTENSION
bench dip	push_vertical	bodyweight	TRICEPS_EXTENSION/BENCH_DIP TRICEPS_EXTENSION/WEIGHTED_BENCH_DIP	Bench_Dips
dip	push_vertical	bodyweight	TRICEPS_EXTENSION/BODY_WEIGHT_DIP TRICEPS_EXTENSION/WEIGHTED_DIP SUSPENSION/DIP	Parallel_Bar_Dip
cable kickback	accessory	cable	TRICEPS_EXTENSION/CABLE_KICKBACK
cable lying triceps extension	accessory	cable	TRICEPS_EXTENSION/CABLE_LYING_TRICEPS_EXTENSION
cable overhead triceps extension	accessory	cable	TRICEPS_EXTENSION/CABLE_OVERHEAD_TRICEPS_EXTENSION
dumbbell kickback	accessory	dumbbell	TRICEPS_EXTENSION/DUMBBELL_KICKBACK
dumbbell lying triceps extension	accessory	dumbbell	TRICEPS_EXTENSION/DUMBBELL_LYING_TRICEPS_EXTENSION
ez bar overhead triceps extension	accessory	barbell	TRICEPS_EXTENSION/EZ_BAR_OVERHEAD_TRICEPS_EXTENSION
incline dip	push_vertical	bodyweight	TRICEPS_EXTENSION/INCLINE_DIP TRICEPS_EXTENSION/WEIGHTED_INCLINE_DIP
incline ez bar lying triceps extension	accessory	barbell	TRICEPS_EXTENSION/INCLINE_EZ_BAR_LYING_TRICEPS_EXTENSION
lying dumbbell pullover to extension	accessory	dumbbell	TRICEPS_EXTENSION/LYING_DUMBBELL_PULLOVER_TO_EXTENSION
lying ez bar triceps extension	accessory	barbell	TRICEPS_EXTENSION/LYING_EZ_BAR_TRICEPS_EXTENSION
lying triceps extension to close grip bench press	accessory	dumbbell	TRICEPS_EXTENSION/LYING_TRICEPS_EXTENSION_TO_CLOSE_GRIP_BENCH_PRESS
overhead dumbbell triceps extension	accessory	dumbbell	TRICEPS_EXTENSION/OVERHEAD_DUMBBELL_TRICEPS_EXTENSION
reclining triceps press	accessory	bodyweight	TRICEPS_EXTENSION/RECLINING_TRICEPS_PRESS
reverse grip pressdown	accessory	cable	TRICEPS_EXTENSION/REVERSE_GRIP_PRESSDOWN
reverse grip triceps pressdown	accessory	cable	TRICEPS_EXTENSION/REVERSE_GRIP_TRICEPS_PRESSDOWN
rope pressdown	accessory	cable	TRICEPS_EXTENSION/ROPE_PRESSDOWN
seated barbell overhead triceps extension	accessory	barbell	TRICEPS_EXTENSION/SEATED_BARBELL_OVERHEAD_TRICEPS_EXTENSION
seated dumbbell overhead triceps extension	accessory	dumbbell	TRICEPS_EXTENSION/SEATED_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION
seated ez bar overhead triceps extension	accessory	barbell	TRICEPS_EXTENSION/SEATED_EZ_BAR_OVERHEAD_TRICEPS_EXTENSION
seated single arm overhead dumbbell extension	accessory	dumbbell	TRICEPS_EXTENSION/SEATED_SINGLE_ARM_OVERHEAD_DUMBBELL_EXTENSION
single arm dumbbell overhead triceps extension	accessory	dumbbell	TRICEPS_EXTENSION/SINGLE_ARM_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION
single dumbbell seated overhead triceps extension	accessory	dumbbell	TRICEPS_EXTENSION/SINGLE_DUMBBELL_SEATED_OVERHEAD_TRICEPS_EXTENSION
single leg bench dip and kick	push_vertical	bodyweight	TRICEPS_EXTENSION/SINGLE_LEG_BENCH_DIP_AND_KICK TRICEPS_EXTENSION/WEIGHTED_SINGLE_LEG_BENCH_DIP_AND_KICK
single leg dip	push_vertical	bodyweight	TRICEPS_EXTENSION/SINGLE_LEG_DIP TRICEPS_EXTENSION/WEIGHTED_SINGLE_LEG_DIP
static lying triceps extension	accessory	dumbbell	TRICEPS_EXTENSION/STATIC_LYING_TRICEPS_EXTENSION
suspended dip	push_vertical	bodyweight	TRICEPS_EXTENSION/SUSPENDED_DIP TRICEPS_EXTENSION/WEIGHTED_SUSPENDED_DIP
swiss ball dumbbell lying triceps extension	accessory	dumbbell	TRICEPS_EXTENSION/SWISS_BALL_DUMBBELL_LYING_TRICEPS_EXTENSION
swiss ball ez bar lying triceps extension	accessory	barbell	TRICEPS_EXTENSION/SWISS_BALL_EZ_BAR_LYING_TRICEPS_EXTENSION
swiss ball ez bar overhead triceps extension	accessory	barbell	TRICEPS_EXTENSION/SWISS_BALL_EZ_BAR_OVERHEAD_TRICEPS_EXTENSION
tabletop dip	push_vertical	bodyweight	TRICEPS_EXTENSION/TABLETOP_DIP TRICEPS_EXTENSION/WEIGHTED_TABLETOP_DIP
triceps extension on floor	accessory	dumbbell	TRICEPS_EXTENSION/TRICEPS_EXTENSION_ON_FLOOR
triceps press	accessory	dumbbell	TRICEPS_EXTENSION/TRICEPS_PRESS
triceps pressdown	accessory	cable	TRICEPS_EXTENSION/TRICEPS_PRESSDOWN
dumbbell kickback wheelchair	accessory	dumbbell	TRICEPS_EXTENSION/DUMBBELL_KICKBACK_WHEELCHAIR
overhead dumbbell triceps extension wheelchair	accessory	dumbbell	TRICEPS_EXTENSION/OVERHEAD_DUMBBELL_TRICEPS_EXTENSION_WHEELCHAIR
45 degree cable external rotation	accessory	cable	LATERAL_RAISE/_45_DEGREE_CABLE_EXTERNAL_ROTATION
alternating lateral raise with static hold	accessory	dumbbell	LATERAL_RAISE/ALTERNATING_LATERAL_RAISE_WITH_STATIC_HOLD
bar muscle up	accessory	bodyweight	LATERAL_RAISE/BAR_MUSCLE_UP
bent over lateral raise	accessory	dumbbell	LATERAL_RAISE/BENT_OVER_LATERAL_RAISE
cable diagonal raise	accessory	cable	LATERAL_RAISE/CABLE_DIAGONAL_RAISE
cable front raise	accessory	cable	LATERAL_RAISE/CABLE_FRONT_RAISE
calorie row	pull_horizontal	bodyweight	LATERAL_RAISE/CALORIE_ROW
combo shoulder raise	accessory	dumbbell	LATERAL_RAISE/COMBO_SHOULDER_RAISE
dumbbell diagonal raise	accessory	dumbbell	LATERAL_RAISE/DUMBBELL_DIAGONAL_RAISE
dumbbell lateral raise	accessory	dumbbell	LATERAL_RAISE/DUMBBELL_LATERAL_RAISE
dumbbell v raise	accessory	dumbbell	LATERAL_RAISE/DUMBBELL_V_RAISE
front raise	accessory	dumbbell	LATERAL_RAISE/FRONT_RAISE BANDED_EXERCISES/FRONT_RAISE
leaning dumbbell lateral raise	accessory	dumbbell	LATERAL_RAISE/LEANING_DUMBBELL_LATERAL_RAISE
lying dumbbell raise	accessory	dumbbell	LATERAL_RAISE/LYING_DUMBBELL_RAISE
muscle up	accessory	bodyweight	LATERAL_RAISE/MUSCLE_UP
one arm cable lateral raise	accessory	cable	LATERAL_RAISE/ONE_ARM_CABLE_LATERAL_RAISE
overhand grip rear lateral raise	accessory	dumbbell	LATERAL_RAISE/OVERHAND_GRIP_REAR_LATERAL_RAISE
plate raises	accessory	dumbbell	LATERAL_RAISE/PLATE_RAISES
ring dip	push_vertical	bodyweight	LATERAL_RAISE/RING_DIP LATERAL_RAISE/WEIGHTED_RING_DIP	Ring_Dips
ring dip kipping	push_vertical	bodyweight	LATERAL_RAISE/RING_DIP_KIPPING
ring muscle up	accessory	bodyweight	LATERAL_RAISE/RING_MUSCLE_UP LATERAL_RAISE/WEIGHTED_RING_MUSCLE_UP
rope climb	accessory	bodyweight	LATERAL_RAISE/ROPE_CLIMB LATERAL_RAISE/WEIGHTED_ROPE_CLIMB
scaption	accessory	dumbbell	LATERAL_RAISE/SCAPTION
seated lateral raise	accessory	dumbbell	LATERAL_RAISE/SEATED_LATERAL_RAISE
seated rear lateral raise	accessory	dumbbell	LATERAL_RAISE/SEATED_REAR_LATERAL_RAISE
side lying lateral raise	accessory	dumbbell	LATERAL_RAISE/SIDE_LYING_LATERAL_RAISE
standing lift	accessory	dumbbell	LATERAL_RAISE/STANDING_LIFT
suspended row	pull_horizontal	bodyweight	LATERAL_RAISE/SUSPENDED_ROW	Suspended_Row
underhand grip rear lateral raise	accessory	dumbbell	LATERAL_RAISE/UNDERHAND_GRIP_REAR_LATERAL_RAISE
wall slide	accessory	bodyweight	LATERAL_RAISE/WALL_SLIDE LATERAL_RAISE/WEIGHTED_WALL_SLIDE
wall walk	accessory	bodyweight	LATERAL_RAISE/WALL_WALK
arm circles	accessory	bodyweight	LATERAL_RAISE/ARM_CIRCLES WARM_UP/ARM_CIRCLES
shaving the head	accessory	bodyweight	LATERAL_RAISE/SHAVING_THE_HEAD
dumbbell front raise wheelchair	accessory	dumbbell	LATERAL_RAISE/DUMBBELL_FRONT_RAISE_WHEELCHAIR
dumbbell lateral raise wheelchair	accessory	dumbbell	LATERAL_RAISE/DUMBBELL_LATERAL_RAISE_WHEELCHAIR
pole double arm overhead and forward wheelchair	accessory	bodyweight	LATERAL_RAISE/POLE_DOUBLE_ARM_OVERHEAD_AND_FORWARD_WHEELCHAIR
pole straight arm overhead wheelchair	accessory	bodyweight	LATERAL_RAISE/POLE_STRAIGHT_ARM_OVERHEAD_WHEELCHAIR
cable crossover	accessory	cable	FLYE/CABLE_CROSSOVER
decline dumbbell flye	accessory	dumbbell	FLYE/DECLINE_DUMBBELL_FLYE
dumbbell flye	accessory	dumbbell	FLYE/DUMBBELL_FLYE
incline dumbbell flye	accessory	dumbbell	FLYE/INCLINE_DUMBBELL_FLYE
incline reverse flye	accessory	dumbbell	FLYE/INCLINE_REVERSE_FLYE
kettlebell flye	accessory	kettlebell	FLYE/KETTLEBELL_FLYE
kneeling rear flye	accessory	dumbbell	FLYE/KNEELING_REAR_FLYE
single arm standing cable reverse flye	accessory	cable	FLYE/SINGLE_ARM_STANDING_CABLE_REVERSE_FLYE
swiss ball dumbbell flye	accessory	dumbbell	FLYE/SWISS_BALL_DUMBBELL_FLYE
arm rotations	accessory	bodyweight	FLYE/ARM_ROTATIONS
hug a tree	accessory	bodyweight	FLYE/HUG_A_TREE
face down incline reverse flye	accessory	bodyweight	FLYE/FACE_DOWN_INCLINE_REVERSE_FLYE
rear delt fly wheelchair	accessory	bodyweight	FLYE/REAR_DELT_FLY_WHEELCHAIR
barbell jump shrug	accessory	barbell	SHRUG/BARBELL_JUMP_SHRUG
barbell shrug	accessory	barbell	SHRUG/BARBELL_SHRUG
barbell upright row	accessory	barbell	SHRUG/BARBELL_UPRIGHT_ROW
behind the back shrug	accessory	barbell	SHRUG/BEHIND_THE_BACK_SHRUG
behind the back smith machine shrug	accessory	machine	SHRUG/BEHIND_THE_BACK_SMITH_MACHINE_SHRUG
dumbbell jump shrug	accessory	dumbbell	SHRUG/DUMBBELL_JUMP_SHRUG
dumbbell shrug	accessory	dumbbell	SHRUG/DUMBBELL_SHRUG
dumbbell upright row	accessory	dumbbell	SHRUG/DUMBBELL_UPRIGHT_ROW
incline dumbbell shrug	accessory	dumbbell	SHRUG/INCLINE_DUMBBELL_SHRUG
overhead barbell shrug	accessory	barbell	SHRUG/OVERHEAD_BARBELL_SHRUG
overhead dumbbell shrug	accessory	dumbbell	SHRUG/OVERHEAD_DUMBBELL_SHRUG
scaption and shrug	accessory	barbell	SHRUG/SCAPTION_AND_SHRUG
scapular retraction	accessory	barbell	SHRUG/SCAPULAR_RETRACTION
serratus chair shrug	accessory	bodyweight	SHRUG/SERRATUS_CHAIR_SHRUG SHRUG/WEIGHTED_SERRATUS_CHAIR_SHRUG
serratus shrug	accessory	bodyweight	SHRUG/SERRATUS_SHRUG SHRUG/WEIGHTED_SERRATUS_SHRUG
shrug	accessory	barbell	SHRUG/SHRUG SHRUG
wide grip barbell shrug	accessory	barbell	SHRUG/WIDE_GRIP_BARBELL_SHRUG
wide grip jump shrug	accessory	barbell	SHRUG/WIDE_GRIP_JUMP_SHRUG
upright row	accessory	barbell	SHRUG/UPRIGHT_ROW BANDED_EXERCISES/UPRIGHT_ROW
dumbbell shrug wheelchair	accessory	dumbbell	SHRUG/DUMBBELL_SHRUG_WHEELCHAIR
shrug wheelchair	accessory	bodyweight	SHRUG/SHRUG_WHEELCHAIR
shrug arm down wheelchair	accessory	bodyweight	SHRUG/SHRUG_ARM_DOWN_WHEELCHAIR
shrug arm mid wheelchair	accessory	bodyweight	SHRUG/SHRUG_ARM_MID_WHEELCHAIR
shrug arm up wheelchair	accessory	bodyweight	SHRUG/SHRUG_ARM_UP_WHEELCHAIR
3 way calf raise	accessory	bodyweight	CALF_RAISE/_3_WAY_CALF_RAISE
3 way single leg calf raise	accessory	bodyweight	CALF_RAISE/_3_WAY_SINGLE_LEG_CALF_RAISE
3 way weighted calf raise	accessory	bodyweight	CALF_RAISE/_3_WAY_WEIGHTED_CALF_RAISE
3 way weighted single leg calf raise	accessory	bodyweight	CALF_RAISE/_3_WAY_WEIGHTED_SINGLE_LEG_CALF_RAISE
calf raise	accessory	machine	CALF_RAISE/CALF_RAISE CALF_RAISE
donkey calf raise	accessory	bodyweight	CALF_RAISE/DONKEY_CALF_RAISE CALF_RAISE/WEIGHTED_DONKEY_CALF_RAISE
seated calf raise	accessory	bodyweight	CALF_RAISE/SEATED_CALF_RAISE CALF_RAISE/WEIGHTED_SEATED_CALF_RAISE
seated dumbbell toe raise	accessory	dumbbell	CALF_RAISE/SEATED_DUMBBELL_TOE_RAISE
single leg bent knee calf raise	accessory	bodyweight	CALF_RAISE/SINGLE_LEG_BENT_KNEE_CALF_RAISE CALF_RAISE/WEIGHTED_SINGLE_LEG_BENT_KNEE_CALF_RAISE
single leg decline push up	push_horizontal	machine	CALF_RAISE/SINGLE_LEG_DECLINE_PUSH_UP
single leg donkey calf raise	accessory	bodyweight	CALF_RAISE/SINGLE_LEG_DONKEY_CALF_RAISE CALF_RAISE/WEIGHTED_SINGLE_LEG_DONKEY_CALF_RAISE
single leg hip raise with knee hold	hinge	machine	CALF_RAISE/SINGLE_LEG_HIP_RAISE_WITH_KNEE_HOLD
single leg standing calf raise	accessory	bodyweight	CALF_RAISE/SINGLE_LEG_STANDING_CALF_RAISE
